,item_number,condition_answer,condition,condition_context,helpfulness,posterior,prior,helpfulness_mean,helpfulness_stdev,helpfulness_range,posterior_mean,posterior_stdev,posterior_range,prior_mean,prior_stdev,prior_range,kl,kl_exp,entropy_reduction,answer,context
417,10,reductive-answer,context-low-bias answer-reductive-answer,low-bias,"[0.6611, 0.739, 0.7601]","[0.3952671347, 0.6098475998, 0.6320424101000001]","[0.7639243754, 0.5798684833000001, 0.7794364202]",0.7200666666666667,0.042576232284639214,0.09899999999999998,0.5457190482000001,0.10677073914989339,0.23677527540000004,0.7077430929666667,0.09064249456526471,0.19956793689999996,0.055087405755624264,0.11912842833210657,-0.08480074197979937,"If Buster got rejected, Adam got the part.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. As a loyal friend, you are trying to find some information about how he did."
420,10,exhaustive-answer,context-negative-bias answer-exhaustive-answer,negative-bias,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.1053430702, 0.20545227370000002, 0.0]",1.0,0.0,0.0,1.0,0.0,0.0,0.10359844796666667,0.08388461111224041,0.20545227370000002,inf,1.0,0.33291838708188404,Adam was very happy to learn that they got the part.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he never learned how to sing. As a loyal friend, you are trying to find some information about how he did."
423,10,high-certainty,context-negative-bias answer-high-certainty,negative-bias,"[0.1796, 0.28300000000000003, 0.9965]","[0.9091376823, 0.1124106188, 0.7622888551]","[0.1053430702, 0.20545227370000002, 0.0]",0.48636666666666667,0.3631803072243256,0.8169000000000001,0.5946123853999999,0.34619845204412697,0.7967270635,0.10359844796666667,0.08388461111224041,0.20545227370000002,0.5303081603676403,0.7050884106725628,-0.3422173870998816,Everyone else got rejection letters.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he never learned how to sing. As a loyal friend, you are trying to find some information about how he did."
426,10,low-certainty,context-negative-bias answer-low-certainty,negative-bias,"[0.0014, 0.0, 0.088]","[0.0, 0.188909496, 0.0]","[0.1053430702, 0.20545227370000002, 0.0]",0.029799999999999997,0.04115758334337266,0.088,0.062969832,0.08905279043475532,0.188909496,0.10359844796666667,0.08388461111224041,0.20545227370000002,0.011843410583900427,0.02690197880316636,0.09785627901052707,Buster got a rejection letter yesterday.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he never learned how to sing. As a loyal friend, you are trying to find some information about how he did."
429,10,non-answer,context-negative-bias answer-non-answer,negative-bias,"[0.0, 0.2516, 0.0]","[0.1117600624, 0.0248521417, 0.1036292407]","[0.1053430702, 0.20545227370000002, 0.0]",0.08386666666666666,0.11860537743102358,0.2516,0.08008048159999999,0.039193151710145716,0.0869079207,0.10359844796666667,0.08388461111224041,0.20545227370000002,0.0034608350343535363,0.007937199910708181,0.05395249530598356,The set design budget is huge this year.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he never learned how to sing. As a loyal friend, you are trying to find some information about how he did."
432,10,reductive-answer,context-negative-bias answer-reductive-answer,negative-bias,"[0.5185000000000001, 0.6061000000000001, 0.6725]","[0.5052498928, 0.15761915140000002, 0.2356987832]","[0.1053430702, 0.20545227370000002, 0.0]",0.5990333333333333,0.06306849891630173,0.15399999999999991,0.29952260913333334,0.14892256076935811,0.34763074139999994,0.10359844796666667,0.08388461111224041,0.20545227370000002,0.11108916217926287,0.22569718559844354,-0.27754087992456544,"If Buster got rejected, Adam got the part.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he never learned how to sing. As a loyal friend, you are trying to find some information about how he did."
435,10,exhaustive-answer,context-positive-bias answer-exhaustive-answer,positive-bias,"[1.0, 1.0, 1.0]","[0.7773499245000001, 1.0, 1.0, 0.9499651149]","[0.7643012168000001, 0.9712152832000001, 0.7372749106]",1.0,0.0,0.0,0.93182875985,0.09149764192695077,0.22265007549999993,0.8242638035333334,0.10449452406345223,0.2339403726,0.0653124528956201,0.1396254664614046,0.2159834918752575,Adam was very happy to learn that they got the part.,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. As a loyal friend, you are trying to find some information about how he did."
438,10,high-certainty,context-positive-bias answer-high-certainty,positive-bias,"[0.9613, 0.8176, 0.8415]","[0.9996651496000001, 0.9427651659, 0.9544957265]","[0.7643012168000001, 0.9712152832000001, 0.7372749106]",0.8734666666666667,0.06286930005089042,0.14370000000000005,0.9656420140000002,0.024530006523162066,0.056899983700000045,0.8242638035333334,0.10449452406345223,0.2339403726,0.15634468346580674,0.30232153730397604,0.3152871875721812,Everyone else got rejection letters.,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. As a loyal friend, you are trying to find some information about how he did."
441,10,low-certainty,context-positive-bias answer-low-certainty,positive-bias,"[0.0, 0.014100000000000001, 0.0704]","[0.6636943501, 0.2654709227, 0.7043829051]","[0.7643012168000001, 0.9712152832000001, 0.7372749106]",0.02816666666666667,0.030413191582308857,0.0704,0.5445160592999999,0.19801267774578055,0.4389119824,0.8242638035333334,0.10449452406345223,0.2339403726,0.1743671432417162,0.33068145736277577,-0.2243124595245768,Buster got a rejection letter yesterday.,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. As a loyal friend, you are trying to find some information about how he did."
444,10,non-answer,context-positive-bias answer-non-answer,positive-bias,"[0.0584, 0.0, 0.0683]","[0.7643012168000001, 0.6089717151, 0.6686166287]","[0.7643012168000001, 0.9712152832000001, 0.7372749106]",0.04223333333333334,0.030135729993186196,0.0683,0.6806298535333334,0.06397943264708715,0.15532950170000004,0.8242638035333334,0.10449452406345223,0.2339403726,0.05284447694921805,0.11456736903201326,-0.16152767063215645,The set design budget is huge this year.,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. As a loyal friend, you are trying to find some information about how he did."
447,10,reductive-answer,context-positive-bias answer-reductive-answer,positive-bias,"[0.20420000000000002, 0.7765000000000001, 1.0]","[0.2581706314, 0.5517965942, 0.5857766029]","[0.7643012168000001, 0.9712152832000001, 0.7372749106]",0.6602333333333333,0.33512471641995545,0.7958,0.46524794283333337,0.1470814285368399,0.3276059715,0.8242638035333334,0.10449452406345223,0.2339403726,0.27585046706621175,0.4701541550678382,-0.22586371188133414,"If Buster got rejected, Adam got the part.","Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. As a loyal friend, you are trying to find some information about how he did."
